link,number_of_rooms,number_of_bedrooms,number_of_bathrooms,area_type,area_value,occupancy,additional_features,year_built,parking_total,Title,Price,Location
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/25836570?view=Summary&uc=3,4 rooms,3 bedrooms,1 bathroom,N/A,N/A,2024-08-01,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 5509, Rue de Verdun, apt. 1, 25836570 - Centris.ca","$2,100 /month","5509, Rue de Verdun, apt. 1
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Verdun"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/12558892?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom and 1 powder room,Net area,"1,189 sqft",7 days after acceptance of promise to rent,"Animals not allowed, Elevator, Furnished, Private balcony, Fitness room, Near the REM",1980,Garage (1),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 730, boulevard Montpellier, apt. 1207, 12558892 - Centris.ca","$2,500 /month","730, boulevard Montpellier, apt. 1207
Montréal (Saint-Laurent)
Neighbourhood Others"
https://www.centris.ca/en/houses~for-rent~kirkland/28370422?view=Summary&uc=3,5 rooms,5 bedrooms (1 in basement),3 bathrooms and 1 powder room,N/A,N/A,2024-08-01,Semi-furnished,N/A,N/A,"House for rent in Kirkland, Montréal (Island), 14, Rue Cherry-Lane, 28370422 - Centris.ca","$4,600 /month","14, Rue Cherry-Lane
Kirkland
Neighbourhood North East"
https://www.centris.ca/en/houses~for-rent~montreal-verdun-ile-des-soeurs/27651226?view=Summary&uc=3,9 rooms,4 bedrooms (1 in basement),3 bathrooms and 1 powder room,Lot area,"2,100 sqft",2024-09-01,N/A,1980,Garage (1),"House for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 160, Rue Berlioz, 27651226 - Centris.ca","$3,100 /month","160, Rue Berlioz
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Île-des-Soeurs"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/28401498?view=Summary&uc=3,10 rooms,3 bedrooms,2 bathrooms,N/A,N/A,2024-04-01,"Animals not allowed, Smoking not allowed, Furnished, Near the REM",2023,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 720, Rue Saint-Jacques, apt. 2808, 28401498 - Centris.ca","$6,995 /month","720, Rue Saint-Jacques, apt. 2808
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/houses~for-rent~saint-sauveur/22466552?view=Summary&uc=3,10 rooms,3 bedrooms (1 in basement),2 bathrooms and 1 powder room,N/A,N/A,5 days after acceptance of promise to rent,"Furnished, Basement 6 feet or +",N/A,N/A,"House for rent in Saint-Sauveur, Laurentides, 343, Montée Victor-Nymark, 22466552 - Centris.ca","$3,000 /month","343, Montée Victor-Nymark
Saint-Sauveur"
https://www.centris.ca/en/houses~for-rent~la-prairie/24603555?view=Summary&uc=3,14 rooms,5 bedrooms (2 in basement),2 bathrooms and 1 powder room,Lot area,"6,054 sqft",2024-06-15,"Private yard, Basement 6 feet or +, Near the REM",2011,"Driveway (4), Garage (2)","House for rent in La Prairie, Montérégie, 115, Rue de la Terre-de-Feu, 24603555 - Centris.ca","$4,950 /month","115, Rue de la Terre-de-Feu
La Prairie
Neighbourhood La Briqueterie"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/26143315?view=Summary&uc=3,9 rooms,3 bedrooms,2 bathrooms,N/A,N/A,10 days after acceptance of promise to rent,"Animals not allowed, Near the REM",2004,Garage (1),"Condo / Apartment for rent in Brossard, Montérégie, 5325, Avenue Colomb, apt. 302, 26143315 - Centris.ca","$2,500 /month","5325, Avenue Colomb, apt. 302
Brossard
Neighbourhood Street names (C)"
https://www.centris.ca/en/condos-apartments~for-rent~longueuil-saint-hubert/10086113?view=Summary&uc=3,5 rooms,3 bedrooms,1 bathroom,Gross area,"1,150 sqft",2024-10-01,N/A,2020,Driveway (1),"Condo / Apartment for rent in Longueuil (Saint-Hubert), Montérégie, 8422, Avenue McFarlane, apt. 202, 10086113 - Centris.ca","$1,980 /month","8422, Avenue McFarlane, apt. 202
Longueuil (Saint-Hubert)
Neighbourhood Le Boisé de Saint-Hubert"
https://www.centris.ca/en/houses~for-rent~crabtree/13027913?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Lot area,"5,772 sqft",2024-07-01,Smoking not allowed,2018,Driveway (1),"House for rent in Crabtree, Lanaudière, 132, 12e Rue, apt. 3, 13027913 - Centris.ca","$1,300 /month","132, 12e Rue, apt. 3
Crabtree"
https://www.centris.ca/en/condos-apartments~for-rent~gatineau-gatineau/24076456?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,N/A,N/A,2024-06-18,N/A,N/A,N/A,"Condo / Apartment for rent in Gatineau (Gatineau), Outaouais, 1133, Rue Saint-Louis, apt. 3, 24076456 - Centris.ca","$1,195 /month","1133, Rue Saint-Louis, apt. 3
Gatineau (Gatineau)
Neighbourhood Saint-François, La Baie"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/16441766?view=Summary&uc=3,9 rooms,2 bedrooms,1 bathroom,Gross area,"1,018 sqft",2024-08-15,Near the REM,2010,Garage (1),"Condo / Apartment for rent in Brossard, Montérégie, 6410, Rue Christophe, apt. 101, 16441766 - Centris.ca","$1,850 /month","6410, Rue Christophe, apt. 101
Brossard
Neighbourhood Street names (C)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26788891?view=Summary&uc=3,10 rooms,2 bedrooms,1 bathroom,Net area,"1,200 sqft",According to leases,"Animals allowed, Near the REM",1965,"Carport (5), Driveway (5), Garage (1)","Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 3555, Chemin de la Côte-des-Neiges, apt. 712, 26788891 - Centris.ca","$3,104 /month","3555, Chemin de la Côte-des-Neiges, apt. 712
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/11340360?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Gross area,816 sqft,2024-04-24,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished, Internet included, Private balcony, Fitness room, Bicycle storage area, Near the REM","2024, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2812, Rue Ontario Est, apt. 232, 11340360 - Centris.ca","$2,370 /month","2812, Rue Ontario Est, apt. 232
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~la-prairie/15461161?view=Summary&uc=3,5 rooms,3 bedrooms,1 bathroom,Gross area,880 sqft,15 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed",2023,Garage (1),"Condo / Apartment for rent in La Prairie, Montérégie, 292, Rue Léon-Bloy Ouest, apt. 201, 15461161 - Centris.ca","$2,049 /month","292, Rue Léon-Bloy Ouest, apt. 201
La Prairie
Neighbourhood Le Christ Roi"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/15605789?view=Summary&uc=3,9 rooms,3 bedrooms,2 bathrooms,N/A,N/A,2024-05-20,N/A,1972,N/A,"Condo / Apartment for rent in Montréal (Ahuntsic-Cartierville), Montréal (Island), 11764, Avenue du Bois-de-Boulogne, 15605789 - Centris.ca","$3,500 /month","11764, Avenue du Bois-de-Boulogne
Montréal (Ahuntsic-Cartierville)
Neighbourhood Nouveau Bordeaux"
https://www.centris.ca/en/condos-apartments~for-rent~trois-rivieres/27802072?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Gross area,"1,260 sqft",According to leases,N/A,2024,N/A,"Condo / Apartment for rent in Trois-Rivières, Mauricie, 2165, Rue des Loyaux, apt. 405, 27802072 - Centris.ca","$2,289 /month","2165, Rue des Loyaux, apt. 405
Trois-Rivières
Neighbourhood Trois-Rivières-Ouest"
https://www.centris.ca/en/condos-apartments~for-rent~laval-chomedey/18133889?view=Summary&uc=3,8 rooms,1 bedroom,1 bathroom,Gross area,731 sqft,2024-07-05,"Smoking not allowed, Elevator, Semi-furnished, Near the REM",2021,N/A,"Condo / Apartment for rent in Laval (Chomedey), Laval, 3385, boulevard Le Carrefour, apt. PH2.9, 18133889 - Centris.ca","$1,868 /month","3385, boulevard Le Carrefour, apt. PH2.9
Laval (Chomedey)
Neighbourhood Carrefour Saint-Martin"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/23461772?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,591 sqft,2024-07-01,"Animals not allowed, Smoking not allowed, Elevator, Fitness room",2023,Garage (1),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 3000, boulevard Thimens, apt. 303, 23461772 - Centris.ca","$1,750 /month","3000, boulevard Thimens, apt. 303
Montréal (Saint-Laurent)
Neighbourhood Saint-Laurent West"
https://www.centris.ca/en/condos-apartments~for-rent~laval-auteuil/14698483?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,Gross area,965 sqft,5 days after acceptance of promise to rent,Pets allowed with conditions,2020,Garage (1),"Condo / Apartment for rent in Laval (Auteuil), Laval, 3409, boulevard René-Laennec, apt. 402, 14698483 - Centris.ca","$2,125 /month","3409, boulevard René-Laennec, apt. 402
Laval (Auteuil)
Neighbourhood Others"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/16756434?view=Summary&uc=3,6 rooms,1 bedroom,1 bathroom,Net area,673 sqft,2024-07-01,"Animals not allowed, Near the REM",1999,Garage (1),"Condo / Apartment for rent in Brossard, Montérégie, 505, Rue Saint-Francois, apt. 701, 16756434 - Centris.ca","$1,500 /month","505, Rue Saint-Francois, apt. 701
Brossard
Neighbourhood Street names (S)"
https://www.centris.ca/en/condos-apartments~for-rent~westmount/22281950?view=Summary&uc=3,8 rooms,2 bedrooms (1 in basement),2 bathrooms,Gross area,"2,175 sqft",2024-08-01,N/A,N/A,Garage (1),"Condo / Apartment for rent in Westmount, Montréal (Island), 316, Avenue Lansdowne, 22281950 - Centris.ca","$4,500 /month","316, Avenue Lansdowne
Westmount"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/11134812?view=Summary&uc=3,6 rooms,1 bedroom,1 bathroom,Net area,650 sqft,2024-07-01,N/A,2010,Garage (2),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 4885, boulevard Henri-Bourassa Ouest, apt. 132, 11134812 - Centris.ca","$1,700 /month","4885, boulevard Henri-Bourassa Ouest, apt. 132
Montréal (Saint-Laurent)
Neighbourhood Others"
https://www.centris.ca/en/condos-apartments~for-rent~saint-cesaire/20054722?view=Summary&uc=3,10 rooms,2 bedrooms,1 bathroom,Gross area,"1,056 sqft",According to leases,"Smoking not allowed, EV charging station","Under construction, New","Driveway (1), Garage (1)","Condo / Apartment for rent in Saint-Césaire, Montérégie, 2082, Route 112, apt. 301, 20054722 - Centris.ca","$1,500 /month","2082, Route 112, apt. 301
Saint-Césaire"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/25995560?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,"1,337 sqft",2024-07-01,N/A,1910,N/A,"Condo / Apartment for rent in Montréal (Le Plateau-Mont-Royal), Montréal (Island), 3484, Avenue de l'Hôtel-de-Ville, 25995560 - Centris.ca","$3,450 /month","3484, Avenue de l'Hôtel-de-Ville
Montréal (Le Plateau-Mont-Royal)
Neighbourhood Le Plateau-Mont-Royal"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-anjou/21237345?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,Net area,"1,033 sqft",15 days after acceptance of promise to rent,"Pets allowed with conditions, Smoking not allowed, Elevator, Semi-furnished, EV charging station, Fitness room, Bicycle storage area","2023, New",Garage (1),"Condo / Apartment for rent in Montréal (Anjou), Montréal (Island), 7051, boulevard des Galeries-d'Anjou, apt. 1009, 21237345 - Centris.ca","$2,355 /month","7051, boulevard des Galeries-d'Anjou, apt. 1009
Montréal (Anjou)"
https://www.centris.ca/en/condos-apartments~for-rent~longueuil-saint-hubert/22804502?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,N/A,N/A,30 days after acceptance of promise to rent,"Smoking not allowed, Semi-furnished","2021, New",Driveway (1),"Condo / Apartment for rent in Longueuil (Saint-Hubert), Montérégie, 3660, Rue Médard-Émard, apt. 101, 22804502 - Centris.ca","$1,950 /month","3660, Rue Médard-Émard, apt. 101
Longueuil (Saint-Hubert)
Neighbourhood Le Boisé de Saint-Hubert"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26679601?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,549 sqft,2024-08-01,Elevator,2021,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1288, Rue Saint-Antoine Ouest, apt. 3408, 26679601 - Centris.ca","$2,000 /month","1288, Rue Saint-Antoine Ouest, apt. 3408
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26648117?view=Summary&uc=3,2 rooms,2 bedrooms,1 bathroom,Gross area,771 sqft,According to leases,Smoking not allowed,2022,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 530, Rue Saint-Hubert, apt. 1606, 26648117 - Centris.ca","$2,720 /month","530, Rue Saint-Hubert, apt. 1606
Montréal (Ville-Marie)
Neighbourhood Old Montréal"
https://www.centris.ca/en/condos-apartments~for-rent~mirabel/13382760?view=Summary&uc=3,8 rooms,2 bedrooms in basement,1 bathroom,Net area,928 sqft,2024-07-01,N/A,2013,Driveway (1),"Condo / Apartment for rent in Mirabel, Laurentides, 8685, Place du Charpentier, apt. 2, 13382760 - Centris.ca","$1,400 /month with option to buy","8685, Place du Charpentier, apt. 2
Mirabel
Neighbourhood Saint-Canut"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14788230?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,595 sqft,2024-01-01,Near the REM,"Under construction, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1001, Rue Lucien-L'Allier, apt. 1408, 14788230 - Centris.ca","$2,050 /month","1001, Rue Lucien-L'Allier, apt. 1408
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/houses~for-rent~saint-hippolyte/9510512?view=Summary&uc=3,22 rooms,7 bedrooms,3 bathrooms and 1 powder room,Lot area,"144,224 sqft",2024-07-01,N/A,2004,"Driveway (8), Garage (2)","House for rent in Saint-Hippolyte, Laurentides, 66, Rue Champêtre, 9510512 - Centris.ca","$8,000 /month","66, Rue Champêtre
Saint-Hippolyte"
https://www.centris.ca/en/condos-apartments~for-rent~cleveland/19573493?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Gross area,906 sqft,7 days after acceptance of promise to rent,"Adapted for reduced mobility, Elevator, Internet included, Fitness room","2023, New",Driveway (1),"Condo / Apartment for rent in Cleveland, Estrie, 308, Route 243, apt. 603, 19573493 - Centris.ca","$2,235 /month","308, Route 243, apt. 603
Cleveland"
https://www.centris.ca/en/houses~for-rent~saint-sauveur/14055902?view=Summary&uc=3,14 rooms,5 bedrooms (2 in basement),3 bathrooms,N/A,N/A,2024-06-15,Access to a lake,N/A,N/A,"House for rent in Saint-Sauveur, Laurentides, 33, Chemin de La Calaca, 14055902 - Centris.ca","$4,000 /month","33, Chemin de La Calaca
Saint-Sauveur"
https://www.centris.ca/en/condominium-houses~for-rent~mont-tremblant/20484505?view=Summary&uc=3,9 rooms,4 bedrooms (1 in basement),2 bathrooms and 1 powder room,N/A,N/A,2024-05-01,N/A,N/A,N/A,"Condominium house for rent in Mont-Tremblant, Laurentides, 140, Allée Boréalis, 20484505 - Centris.ca","$2,500 /month","140, Allée Boréalis
Mont-Tremblant
Neighbourhood Tremblant (Station)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/28041065?view=Summary&uc=3,7 rooms,1 bedroom,1 bathroom,Net area,652 sqft,2024-08-01,"Elevator, Furnished, Internet included",2021,Garage (1),"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1450, Rue Island, apt. 403, 28041065 - Centris.ca","$2,700 /month","1450, Rue Island, apt. 403
Montréal (Le Sud-Ouest)
Neighbourhood Pointe-Saint-Charles"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22289883?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Net area,908 sqft,5 days after acceptance of promise to rent,Elevator,"2022, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1180, Rue De Bleury, apt. 902, 22289883 - Centris.ca","$3,469 /month","1180, Rue De Bleury, apt. 902
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~mont-tremblant/17391260?view=Summary&uc=3,9 rooms,3 bedrooms (1 in basement),2 bathrooms and 1 powder room,Net area,"2,049 sqft",2023-09-23,"Animals not allowed, Smoking not allowed",2009,Garage (1),"Condo / Apartment for rent in Mont-Tremblant, Laurentides, 1291, Rue Labelle, apt. 2, 17391260 - Centris.ca","$3,400 /month","1291, Rue Labelle, apt. 2
Mont-Tremblant
Neighbourhood Saint-Jovite"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/25634559?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Gross area,"1,164 sqft",2023-08-01,Elevator,2018,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1310, boulevard René-Lévesque Ouest, apt. 2904, 25634559 - Centris.ca","$3,500 /month","1310, boulevard René-Lévesque Ouest, apt. 2904
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~candiac/27109132?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,"1,076 sqft",2024-07-01,"Pets allowed with conditions, Elevator, Semi-furnished",2024,N/A,"Condo / Apartment for rent in Candiac, Montérégie, 200, Avenue des Chênes, apt. 105, 27109132 - Centris.ca","$1,925 /month","200, Avenue des Chênes, apt. 105
Candiac"
https://www.centris.ca/en/houses~for-rent~baie-d-urfe/11820376?view=Summary&uc=3,13 rooms,5 bedrooms (1 in basement),4 bathrooms and 1 powder room,N/A,N/A,2024-07-01,"Animals not allowed, Smoking not allowed, Basement 6 feet or +",2017,"Driveway (4), Garage (2)","House for rent in Baie-d'Urfé, Montréal (Island), 4, Rue Willowdale, 11820376 - Centris.ca","$6,970 /month","4, Rue Willowdale
Baie-d'Urfé
Neighbourhood East"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14175793?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom and 1 powder room,Gross area,"1,044 sqft",10 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished",1985,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1101, Rue Saint-Urbain, apt. 607, 14175793 - Centris.ca","$2,600 /month","1101, Rue Saint-Urbain, apt. 607
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~laval-sainte-dorothee/12742398?view=Summary&uc=3,9 rooms,2 bedrooms,2 bathrooms,Gross area,"1,130 sqft",2024-07-01,"Smoking not allowed, Semi-furnished",2005,Garage (2),"Condo / Apartment for rent in Laval (Sainte-Dorothée), Laval, 884, Rue Étienne-Lavoie, apt. 5, 12742398 - Centris.ca","$2,130 /month","884, Rue Étienne-Lavoie, apt. 5
Laval (Sainte-Dorothée)
Neighbourhood East Islemère"
